text,label_text,language,source,label
امروز به اتفاق دکتر اردکانیان، اولین برنامه تحول دیجیتال کشور، با محوریت شبکه آب و برق، را نهایی و تبادل کردیم. گام اول عملیاتی در مسیر توسعه #اقتصاد_دیجیتال در ایران @URL,safe,fa,pars_off,0
"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",safe,en,hate_speech_offensive,0
قیمتامون عالیه 😍 😍,safe,fa,phicad,0
متنفرم ازش انتر,hateful,fa,phicad,2
"RT @therealelp: from @CNN tonight: "" N word or cracker...which is more offensive?"". probably the one you won't spell out, you fucking hacks&#8230;",sensitive,en,hate_speech_offensive,1
"طرف سواد نداره
اسم بازیکنارو بلد نیست
بعد میاد ادعا میکنه
کون خر جر خورد عزیزم
بس کن
ریدم دهن ادعات
کصکش خر",sensitive,fa,phate,1
Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,safe,en,hate_speech_offensive,0
 باشه غلط کردیم تو درست میگی عزیزم مرسی,safe,fa,phicad,0
"#SlightlyAdjusted RT @CapoToHeaven Alls niggers wanna do is fuck, tweet, and drink pineapple soda all day",hateful,en,hate_speech_offensive,2
@S_Roach happy birthday nicca do coon shit in a responsible way.,hateful,en,hate_speech_offensive,2
والا از سکسی یه چیزی اون ور تره 😂 ولی بازم لایک,sensitive,fa,phicad,1
@bellaangeletti ur a fag,hateful,en,hate_speech_offensive,2
&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,hateful,en,hate_speech_offensive,2
یعنی چقدر گرفتن بشینن دست بزنن شعر بخونن ؟ 🤔 🤔 صیغه ای های حکومتی 😂,hateful,fa,phicad,2
"با ننت کشتی میگیریم علیرضا دبیر
#مهسا_امینی 
#MahsaAmini 
#OpIran",sensitive,fa,phate,1
این پسره «شکور» تو اینستا به همین زودی رسید به ۲۰۰هزار فالوور، این نشون میده که تو ایران بخوای مثل موشک بیای بالا باید بری سراغ کصخل بازی,sensitive,fa,phate,1
"یادم میاد تو نماز جمعه هاشمی لعنت لله در مورد مال حرام و تاثیرش بر فرزندان صحبت میکرد کاش زنده بود الان میدید مال حرام چی به سر دخترش فائزه آورده 
هاشمی پاشو ببین دختر ماهیت اصلی تو را افشا داره میکنه چه حرامخوری بودی تو",sensitive,fa,phate,1
@USER @USER دقیقا دقیقا  بی ادبانش هم میشه جاکش  دلیل دیگه ای جز این کار نداشته برای اخراج کردن,sensitive,fa,pars_off,1
@USER هنوز داریم. رو نیکمت نشسته کنار سرمربی!,safe,fa,pars_off,0
بابا تو خیلی مردی خداوکیلی اسطوره مگه داریم ❤️ 👏,safe,fa,phicad,0
درسته اخه ؟ 😭,hateful,fa,phicad,2
@Mimistheone stop trolling me u creepy ass cracker!!!,hateful,en,hate_speech_offensive,2
I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R,hateful,en,hate_speech_offensive,2
RT @stoolpresidente: If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...,safe,en,hate_speech_offensive,0
Something like a perfectionist even check my horoscope bitch,sensitive,en,hate_speech_offensive,1
i just realized me and @DirkAlisic have been talking shit to each other nonstop for the past 48 hours. stop texting me bitch.,sensitive,en,hate_speech_offensive,1
RT @jimjefferies: I'm never watching brave heart again! You cunts don't want freedom,sensitive,en,hate_speech_offensive,1
"ساعت 11 شب قرارداد رضاییان تو سازمان لیگ ثبت شد بعد این حرومزاده‌ها 4 رووزه نمیذارن استقلال ثبت کنه :)
وقتی اسپانسر یه تیم با سازمان لیگ مشترک باشه این میشه نتیجش",sensitive,fa,phate,1
want to catch my attention niggah throw up a dolla sign,sensitive,en,hate_speech_offensive,1
"اخه مجسمه در شرع اخوندی حرام است ولی وقتی به جنایتکارانش  میرسه حلال میشه
اف لکم ولما تعبدون
تالله تالله لاکیدن اصنامعکم
باش تا سرنگونت سازیم ای جلاد https://t.co/52ZkcRfkqh",hateful,fa,phate,2
RT @jasminee_gamboa: hoes will be hoes .,hateful,en,hate_speech_offensive,2
"واقعا عمل زيبايي بيني يا هر كدوم از اجزاي صورتتون، قيافتون رو با تفاوت زيادي عوض ميكنه
ديگ هي زر نزن ك قبل و بعد عملم زياد فرقي نداره",sensitive,fa,phate,1
RT @Just2Savage: This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. &#128514; http://&#8230;,sensitive,en,hate_speech_offensive,1
@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,hateful,en,hate_speech_offensive,2
تو خودت سوپاپ اطمینان نظامی,hateful,fa,phicad,2
خدا بهت ی جو عقل بده,hateful,fa,phicad,2
این اژدها چیه,hateful,fa,phicad,2
زندگیمون شده فقط سگ دوزدن برای یه لقمه نون که فقط بخوریم ونمیریم همین ازصبح کله سرمیریم تابوق سگ واسه چندرغازپول بعداونم بایدبدی به پول اب وبرق گازوصاحب خونه خودتو بچه هاتم که هوامیخورن بعدمیگن توایران همچی سرجای خودشه ملت مامشکلی ندارن ایناهم یه مشت امریکاین دارن نقش بازی میکنن,sensitive,fa,phate,1
@USER من نمی دانم شاسکول یعنی چی. اما ان که اعدام شد صادق قطب زاده بود، نه اقای رضا قطبی,sensitive,fa,pars_off,1
بلاک شدی,hateful,fa,phicad,2
Fuk wit a real nicca,hateful,en,hate_speech_offensive,2
داره بزرگ میشه ها ماشالاه ممه ها کم کم 👏 👏,sensitive,fa,phicad,1
@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies,hateful,en,hate_speech_offensive,2
"اگه آمریکا راست میگه واقعا دنبال مبارزه با تروریسمه کافیه مسیر پول رسوندن به نگار مرتضوی رو ردیابی کنه تا تمام تیم تروریستها دستشون رو بشه
#مهسا_امینی 
#MahsaAmini
#اعتصابات_سراسری",sensitive,fa,phate,1
RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,safe,en,hate_speech_offensive,0
@AGreasyMonkey @Huntermoore faggot,hateful,en,hate_speech_offensive,2
"@infidelpamelaLC I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.",hateful,en,hate_speech_offensive,2
بهنوش چقدپیرشدی,hateful,fa,phicad,2
واقعا درک نمیکنم دانشجوهایی که الان مشغول درسن و دیدن هیچ‌ عن خاصی اتفاق نیافتاده چرا هنوز درگیر رتبه ی کنکور دیگرانن :|,sensitive,fa,phate,1
پفیوس,hateful,fa,phicad,2
رضا جان بیش از پیش عاشقتم سلطان,safe,fa,phicad,0
@USER @USER دیشب داشتم عین سگ با مرگ دستو پنجه نرم میکردم,sensitive,fa,pars_off,1
RT @USER: دوستان مودبانه عبارت کصکش عوضی ،دیوث تخمی ،ریدم دهنت کله تخمی، بی وجود عنینه ،شاشو قرمساق ،کله سوراخ کون نشور  گوه مغز پشمی…,sensitive,fa,pars_off,1
I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).,safe,en,hate_speech_offensive,0
سلطان اقا مهران گل ❤️ ❤️ ❤️ ❤️,safe,fa,phicad,0
@MitchVorce sheeze a yellow bone,safe,en,hate_speech_offensive,0
"old fellas water froze in that funeral home. he got it unthawed and wants me to help get his pump going again, that place spooks me man..boo",safe,en,hate_speech_offensive,0
@USER @USER @USER بیا برو کیر تو کس اول اتا اخرت مادر جنده اومدم منطقی جوابتو بدم دیدم کسکش تر از این حرفایی,hateful,fa,pars_off,2
جمهوری شیطانی,hateful,fa,phicad,2
 واقعا متاسفم براتون,hateful,fa,phicad,2
@USER چقدر زشته این توییت ! نگاه از بالا ! شما ؟  خوبی- !,safe,fa,pars_off,0
loves how Day Timers always come with coloured maps and distance charts. It makes me feel far more important then I actually am.,safe,en,hate_speech_offensive,0
امشب عالی بود و شمارو که دیدم یاد اگه اشتباه نکنم اقای افشار مجری شبکه افتادم 😁,safe,fa,phicad,0
خجالت نکشیدی ابروی ایران رو بردی,hateful,fa,phicad,2
😍 😍 ❤️ ❤️ ❤️ زیباا جان,safe,fa,phicad,0
@__hannerr__ you're a faggot,hateful,en,hate_speech_offensive,2
"RT @druggedvibes: Top 5 Thot Tattoos :

1) dream catchers 

2) bird feathers 

3) inspirational quotes that they dont live by 

4) animal p&#8230;",safe,en,hate_speech_offensive,0
با کمال میل بیا بخور 🥒,sensitive,fa,phicad,1
RT @mandylea25: I've talked too much trash for OU to lose today..,safe,en,hate_speech_offensive,0
RT @LowkeyGado: PND vocals so trash lmao,safe,en,hate_speech_offensive,0
@MaxOn_MaxOff5 Your a dirty cunt mate lol #missingtheaussies,sensitive,en,hate_speech_offensive,1
مرد هزار چهره بی شرف,hateful,fa,phicad,2
"RT @JakeWaller97: Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#8230;",hateful,en,hate_speech_offensive,2
💩 💩 👊,hateful,fa,phicad,2
Can we bomb the selfie-monkey out of my timeline?,safe,en,hate_speech_offensive,0
خبر بمال 🔥 🔥,sensitive,fa,phicad,1
@I_GotOne you look like flappy bird,safe,en,hate_speech_offensive,0
توتونچی وقتی تو شبکه ورزش صحبت میکنه ادم عنش میگیره,sensitive,fa,phate,1
یعنی مردی دمت گرم خداقوت کاش چندتا نرد مثل شما داشتیم لعنت به دولت بی کفایت,hateful,fa,phicad,2
@heydenbunsyolo @jordan536633 @bird_lovin bitch no u not u look like a full breaded cracker,sensitive,en,hate_speech_offensive,1
"that finger to the face pose bitches do now a days, like chick no i wanna see those lips",sensitive,en,hate_speech_offensive,1
نوش جونت تازه خیلی کمه اگه من شمارتو داشتم خودم ساعتی تا واست فحش می‌فرستادم,hateful,fa,phicad,2
گو خورد با جدش 🖤,hateful,fa,phicad,2
"10 مهر 1401 به رتبه ...12345678 کنکور تیر و باتوم دادن رتبه 3 کنکور و بزنه...
#MahsaAmini
#Oplran
#شریف",safe,fa,phate,0
RT @FuckBoiRik: Ok seriously fuck the people who slam on their breaks when the light turns yellow. FLOOR THAT SHIT BITCH,sensitive,en,hate_speech_offensive,1
عزیزم تولدشوون مبارک اردیبهشت ماهی خاص و دوست داشتنی 😍 😍 🧿 🧿 🥰 🥰,safe,fa,phicad,0
RT @magicjuice: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh http://t.co/AnAX2lzcRi,safe,en,hate_speech_offensive,0
RT @BoatBuilder_: call me a free bird,safe,en,hate_speech_offensive,0
you ain't gotta be a dyke to like hoes,sensitive,en,hate_speech_offensive,1
@JRise88 @G_Anderson4 what do you want fag,hateful,en,hate_speech_offensive,2
اخخ تو چقدر کردنی هستی جیگرر 💦 💦,sensitive,fa,phicad,1
@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President,safe,en,hate_speech_offensive,0
کیرر 😍 عه ببخشید تیر ❤️,sensitive,fa,phicad,1
99 percent of the trash we dump in the sea is missing. This is not a good thing &#8594; http://t.co/CwC2LWCV3T http://t.co/Y0kt02HLm1,safe,en,hate_speech_offensive,0
"وسط این مسائل کوتاه بگم کص ننت حاج ملک
#استقلال
#مهسا_امینی",sensitive,fa,phate,1
اَن به، بهترين عن، يعني عن ترين عن يعني اينقدر كيريه كه اسمش انبه شده @URL,sensitive,fa,pars_off,1
به گوش شکسته نیست بی وجود,hateful,fa,phicad,2
RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;,safe,en,hate_speech_offensive,0
کوت کن و با نگار مرتضوی و لجن جمله بساز,sensitive,fa,phate,1
"RT @This_Sarcasm_: my tweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it.",sensitive,en,hate_speech_offensive,1
"برای حق طلاق زن و وزیر زن و چاک سینه جامه‌ها می‌درن که نباید باشه، اما هر نکبت و کثافتی در جامعه رو به ج.ا اسلامی ربط می‌دن.
نه جانم شما خودت ج.ا هستی. ما از مغز خشکیده و فکر کثیف تو فرار کردیم.",hateful,fa,phate,2
